start_city,start_lat,start_lng,end_city,end_lat,end_lng,trip_start_time,trip_end_time,trip_duration_minutes,traffic_wait_minutes,traffic_level,passenger_count,day_of_week
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-04-20 15:38,2025-04-20 16:25,47,54,Medium,7,Monday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2024-01-08 12:17,2024-01-08 13:38,81,15,High,22,Saturday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-11-06 13:29,2025-11-06 14:01,32,45,Light,27,Saturday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-10-03 14:02,2025-10-03 16:20,138,56,Light,27,Monday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-09-13 05:29,2024-09-13 07:43,134,25,Medium,25,Sunday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2024-06-09 13:38,2024-06-09 16:02,144,53,Light,27,Wednesday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2024-07-02 15:14,2024-07-02 16:12,58,58,High,14,Wednesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-01-27 05:31,2025-01-27 07:25,114,2,High,13,Saturday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-05-15 19:30,2024-05-15 20:12,42,32,Light,20,Saturday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-07-14 17:54,2025-07-14 18:51,57,20,Light,18,Monday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-03-21 19:01,2025-03-21 21:03,122,18,Light,8,Thursday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-01-12 09:57,2024-01-12 10:27,30,2,Light,8,Tuesday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2024-10-09 12:13,2024-10-09 12:59,46,21,High,15,Tuesday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2024-11-26 16:18,2024-11-26 18:40,142,59,Medium,14,Monday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2024-04-21 07:37,2024-04-21 09:42,125,13,High,30,Tuesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-09-03 15:38,2025-09-03 16:23,45,49,High,22,Tuesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2024-04-26 13:47,2024-04-26 16:44,177,45,High,12,Tuesday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2024-04-03 06:34,2024-04-03 08:42,128,18,Light,27,Wednesday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2024-02-26 14:27,2024-02-26 14:44,17,44,Light,14,Tuesday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2024-07-16 05:02,2024-07-16 07:53,171,24,High,11,Thursday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-04-30 19:58,2025-04-30 22:47,169,16,High,7,Monday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-02-13 06:58,2025-02-13 08:34,96,35,High,7,Tuesday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2024-08-19 08:12,2024-08-19 09:55,103,13,Light,6,Thursday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-11-28 10:40,2025-11-28 11:15,35,15,Light,23,Saturday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2025-09-17 19:00,2025-09-17 20:19,79,45,Medium,15,Friday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2024-07-09 13:26,2024-07-09 15:10,104,7,High,5,Thursday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-04-21 19:55,2024-04-21 21:45,110,58,Light,11,Sunday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2024-04-24 08:09,2024-04-24 09:24,75,21,Light,5,Thursday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-06-15 14:32,2025-06-15 16:16,104,13,Light,19,Monday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-08-30 08:27,2024-08-30 09:37,70,35,Light,20,Saturday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-10-26 15:46,2025-10-26 16:34,48,33,Medium,6,Thursday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2024-12-11 19:16,2024-12-11 20:01,45,35,High,8,Friday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-12-11 12:13,2025-12-11 14:33,140,16,High,26,Monday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-06-08 13:01,2025-06-08 14:13,72,42,Light,7,Friday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-03-05 20:57,2025-03-05 21:42,45,14,Light,11,Monday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2024-01-28 12:43,2024-01-28 15:41,178,20,Light,10,Tuesday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-11-03 07:09,2025-11-03 07:54,45,16,Medium,16,Saturday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-06-20 19:13,2024-06-20 21:05,112,32,Light,12,Monday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2024-07-18 14:57,2024-07-18 15:54,57,27,High,21,Wednesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-01-30 15:03,2025-01-30 17:45,162,7,High,20,Sunday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2024-10-22 14:23,2024-10-22 15:51,88,28,High,23,Wednesday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2024-08-02 05:11,2024-08-02 06:06,55,34,Light,28,Sunday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-04-10 12:49,2024-04-10 14:15,86,59,Medium,9,Tuesday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2024-11-07 19:48,2024-11-07 20:49,61,10,High,7,Monday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2024-02-10 12:13,2024-02-10 15:13,180,36,Medium,26,Saturday
Peja,42.65,20.3,Pristina,42.6629,21.1655,2025-09-18 18:46,2025-09-18 21:39,173,6,High,6,Saturday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-09-07 05:38,2024-09-07 07:41,123,27,Light,5,Monday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-01-03 20:45,2025-01-03 21:54,69,19,High,17,Sunday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-03-30 18:15,2025-03-30 18:50,35,21,Light,30,Wednesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-10-04 17:40,2025-10-04 18:57,77,28,Medium,5,Monday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2024-05-24 16:29,2024-05-24 18:51,142,12,Light,19,Tuesday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-12-16 05:56,2025-12-16 06:43,47,4,Light,26,Tuesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-12-14 08:55,2025-12-14 10:52,117,40,Light,26,Tuesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-03-21 10:34,2025-03-21 11:19,45,58,Light,24,Thursday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2024-10-19 05:19,2024-10-19 06:17,58,36,High,17,Friday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-11-09 14:31,2025-11-09 16:53,142,58,Light,12,Saturday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-12-24 09:15,2025-12-24 11:00,105,26,Light,15,Thursday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-01-04 13:50,2025-01-04 14:18,28,26,Medium,14,Friday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-01-10 08:49,2024-01-10 09:21,32,50,Light,26,Friday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-08-05 07:04,2025-08-05 08:29,85,4,Medium,27,Sunday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2024-12-05 17:32,2024-12-05 20:23,171,56,Medium,30,Monday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-06-20 06:44,2025-06-20 07:49,65,30,Medium,20,Thursday
Peja,42.65,20.3,Gjakova,42.3803,20.43,2025-04-23 14:00,2025-04-23 16:01,121,38,Light,23,Sunday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-05-17 09:24,2025-05-17 10:48,84,54,High,16,Wednesday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2024-01-22 09:17,2024-01-22 10:11,54,50,Medium,8,Monday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-07-20 16:13,2025-07-20 19:09,176,11,Light,26,Tuesday
Ferizaj,42.3706,21.155,Pristina,42.6629,21.1655,2025-03-29 11:23,2025-03-29 14:08,165,33,Medium,20,Sunday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2025-11-15 05:32,2025-11-15 08:28,176,41,Light,29,Sunday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2024-09-09 14:48,2024-09-09 16:08,80,23,Light,18,Monday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2024-09-23 15:04,2024-09-23 15:20,16,44,High,26,Tuesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-04-30 14:59,2024-04-30 17:54,175,18,Light,27,Tuesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-09-10 20:55,2025-09-10 23:55,180,49,High,29,Thursday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-10-10 08:07,2024-10-10 10:51,164,0,Medium,26,Tuesday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-06-11 19:28,2025-06-11 20:05,37,2,High,15,Saturday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-07-28 15:05,2025-07-28 16:04,59,3,High,17,Monday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-02-16 05:43,2024-02-16 06:16,33,15,Medium,17,Friday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-09-27 18:28,2025-09-27 19:22,54,29,Medium,13,Tuesday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-01-02 11:56,2025-01-02 13:05,69,37,High,11,Sunday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-12-19 10:17,2024-12-19 10:51,34,43,High,11,Wednesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-02-23 17:13,2024-02-23 17:53,40,59,Medium,8,Sunday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2024-03-11 05:52,2024-03-11 07:53,121,6,Medium,23,Friday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2024-10-04 15:33,2024-10-04 17:36,123,48,Medium,6,Saturday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2024-08-28 05:20,2024-08-28 07:14,114,7,Light,29,Saturday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2024-10-08 16:41,2024-10-08 18:13,92,24,Medium,5,Sunday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-11-19 18:13,2025-11-19 19:27,74,28,Light,11,Wednesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-10-01 16:05,2025-10-01 18:31,146,26,High,15,Sunday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-03-08 17:35,2024-03-08 19:36,121,40,High,9,Saturday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-10-07 13:38,2025-10-07 15:26,108,10,Medium,30,Monday
Ferizaj,42.3706,21.155,Mitrovica,42.8906,20.8664,2025-07-23 05:04,2025-07-23 06:07,63,50,High,13,Friday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2024-01-22 12:02,2024-01-22 12:34,32,24,High,24,Wednesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-02-19 05:18,2024-02-19 06:28,70,38,Light,23,Saturday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2024-02-19 18:39,2024-02-19 20:53,134,26,Medium,29,Monday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-09-05 18:51,2025-09-05 19:27,36,17,Light,8,Thursday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-03-31 20:08,2024-03-31 21:44,96,60,Light,13,Wednesday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-11-20 18:41,2024-11-20 19:32,51,29,High,9,Sunday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2024-01-24 13:58,2024-01-24 16:53,175,16,Light,23,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-12-17 17:15,2025-12-17 19:56,161,23,High,11,Tuesday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-11-21 08:37,2025-11-21 11:27,170,41,Medium,18,Sunday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-12-30 20:15,2025-12-30 22:48,153,36,Medium,19,Tuesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-08-05 14:01,2025-08-05 14:38,37,28,Medium,14,Tuesday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-05-31 15:47,2024-05-31 17:20,93,28,High,14,Saturday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2024-07-24 06:16,2024-07-24 07:17,61,48,Light,12,Tuesday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2024-03-18 09:39,2024-03-18 11:15,96,48,Light,17,Monday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2024-10-15 19:39,2024-10-15 21:10,91,22,Light,9,Saturday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2024-08-02 19:35,2024-08-02 19:57,22,44,High,22,Thursday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2024-03-04 12:07,2024-03-04 13:35,88,34,Medium,11,Wednesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-08-08 10:46,2025-08-08 11:14,28,21,High,23,Thursday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2024-01-05 15:13,2024-01-05 15:45,32,56,High,21,Tuesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2024-12-20 16:24,2024-12-20 19:05,161,32,Light,28,Sunday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2025-01-06 13:34,2025-01-06 13:54,20,50,Light,21,Tuesday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-06-06 20:30,2025-06-06 22:58,148,29,Light,5,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-10-11 10:16,2024-10-11 13:09,173,57,Medium,13,Saturday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2024-03-16 19:01,2024-03-16 21:44,163,3,Medium,7,Sunday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-12-30 07:05,2025-12-30 09:51,166,7,Medium,10,Wednesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-12-05 10:53,2024-12-05 13:10,137,14,High,15,Friday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-01-08 08:02,2025-01-08 09:51,109,39,Medium,7,Tuesday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-01-11 17:18,2025-01-11 17:47,29,51,High,20,Tuesday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-11-25 06:39,2025-11-25 07:22,43,0,High,9,Sunday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2024-10-29 06:31,2024-10-29 07:44,73,48,Medium,27,Sunday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-01-29 07:23,2025-01-29 08:13,50,40,Medium,5,Wednesday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-07-28 05:04,2025-07-28 06:46,102,56,Light,24,Wednesday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2024-02-05 05:11,2024-02-05 07:39,148,41,Light,27,Friday
Gjilan,42.4666,21.4666,Ferizaj,42.3706,21.155,2025-12-10 14:11,2025-12-10 16:22,131,11,Light,25,Saturday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2024-07-04 19:37,2024-07-04 20:24,47,17,High,5,Saturday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2025-08-19 13:34,2025-08-19 15:12,98,37,Light,26,Saturday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2024-12-26 16:27,2024-12-26 18:52,145,56,High,15,Friday
Gjilan,42.4666,21.4666,Pristina,42.6629,21.1655,2025-08-02 11:03,2025-08-02 11:48,45,47,Light,19,Sunday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2025-07-18 20:27,2025-07-18 20:50,23,13,Medium,18,Monday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-11-01 06:13,2025-11-01 08:08,115,42,High,19,Friday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-10-18 08:26,2025-10-18 08:41,15,21,Medium,23,Saturday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2024-12-08 08:26,2024-12-08 09:58,92,43,Medium,22,Tuesday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-01-19 18:20,2024-01-19 18:39,19,0,Medium,5,Saturday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-11-05 19:24,2025-11-05 22:24,180,12,Light,26,Saturday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2025-06-28 14:01,2025-06-28 15:07,66,5,Light,13,Thursday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2024-02-11 11:11,2024-02-11 14:02,171,37,Medium,24,Saturday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2025-07-01 14:24,2025-07-01 16:55,151,60,Light,11,Saturday
Mitrovica,42.8906,20.8664,Ferizaj,42.3706,21.155,2025-12-18 11:00,2025-12-18 11:40,40,20,Medium,26,Tuesday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-05-28 11:44,2025-05-28 13:41,117,39,High,17,Friday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2024-04-25 18:12,2024-04-25 19:37,85,58,Medium,19,Tuesday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2025-02-03 17:39,2025-02-03 18:13,34,26,High,27,Friday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-12-10 13:44,2025-12-10 14:19,35,57,High,12,Sunday
Mitrovica,42.8906,20.8664,Gjakova,42.3803,20.43,2025-06-27 12:00,2025-06-27 12:21,21,36,Medium,16,Monday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-12-01 09:47,2025-12-01 11:59,132,57,Medium,27,Sunday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2024-03-04 09:33,2024-03-04 10:39,66,52,High,5,Sunday
Peja,42.65,20.3,Ferizaj,42.3706,21.155,2025-08-01 08:51,2025-08-01 11:20,149,4,Medium,15,Tuesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-06-07 13:18,2025-06-07 14:15,57,22,Medium,30,Friday
Pristina,42.6629,21.1655,Peja,42.65,20.3,2025-10-22 13:16,2025-10-22 14:39,83,36,High,12,Thursday
Gjilan,42.4666,21.4666,Mitrovica,42.8906,20.8664,2024-11-16 16:56,2024-11-16 18:46,110,33,Medium,9,Friday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2024-09-21 17:25,2024-09-21 19:49,144,13,High,9,Wednesday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-05-06 10:27,2025-05-06 12:07,100,9,Light,13,Monday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2024-01-03 20:30,2024-01-03 23:15,165,60,High,12,Monday
Prizren,42.2139,20.7417,Ferizaj,42.3706,21.155,2025-12-02 15:41,2025-12-02 17:03,82,30,Light,30,Friday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-03-28 07:51,2025-03-28 10:15,144,51,Light,18,Friday
Gjilan,42.4666,21.4666,Peja,42.65,20.3,2024-07-26 08:14,2024-07-26 10:36,142,53,Light,7,Thursday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2025-09-05 05:48,2025-09-05 07:00,72,6,Light,12,Friday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2024-02-21 08:39,2024-02-21 09:34,55,25,Medium,26,Monday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2024-09-08 11:15,2024-09-08 14:14,179,52,Medium,18,Wednesday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-05-24 18:53,2024-05-24 19:23,30,38,Light,9,Friday
Peja,42.65,20.3,Prizren,42.2139,20.7417,2025-08-30 10:39,2025-08-30 12:05,86,60,Medium,30,Monday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2025-04-26 10:02,2025-04-26 11:11,69,2,High,13,Monday
Prizren,42.2139,20.7417,Pristina,42.6629,21.1655,2025-01-27 05:19,2025-01-27 07:00,101,13,High,6,Friday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2024-04-27 14:23,2024-04-27 16:20,117,21,High,12,Saturday
Gjakova,42.3803,20.43,Prizren,42.2139,20.7417,2024-11-13 13:40,2024-11-13 14:40,60,16,Medium,28,Sunday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2024-06-01 19:49,2024-06-01 22:27,158,55,Medium,22,Sunday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-07-05 19:32,2025-07-05 20:23,51,12,Medium,15,Monday
Pristina,42.6629,21.1655,Prizren,42.2139,20.7417,2025-10-30 14:44,2025-10-30 15:58,74,33,Light,20,Thursday
Peja,42.65,20.3,Gjilan,42.4666,21.4666,2024-12-23 06:42,2024-12-23 09:38,176,14,Medium,10,Monday
Mitrovica,42.8906,20.8664,Gjilan,42.4666,21.4666,2024-12-13 20:17,2024-12-13 22:50,153,44,High,5,Thursday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2025-03-07 09:26,2025-03-07 12:26,180,37,Medium,25,Tuesday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2024-12-07 18:27,2024-12-07 19:09,42,56,Medium,26,Thursday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-09-17 09:26,2025-09-17 10:16,50,6,Medium,22,Thursday
Gjakova,42.3803,20.43,Ferizaj,42.3706,21.155,2025-10-28 17:31,2025-10-28 19:31,120,25,Medium,27,Saturday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2025-08-07 19:47,2025-08-07 21:33,106,0,Medium,13,Thursday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2024-07-02 06:21,2024-07-02 08:12,111,1,Medium,23,Monday
Pristina,42.6629,21.1655,Gjakova,42.3803,20.43,2024-06-04 13:57,2024-06-04 16:33,156,3,Medium,11,Saturday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2024-06-26 12:52,2024-06-26 14:56,124,5,High,23,Tuesday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-02-12 05:28,2024-02-12 06:49,81,55,High,22,Tuesday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2024-09-24 10:54,2024-09-24 11:33,39,51,Medium,13,Sunday
Gjakova,42.3803,20.43,Mitrovica,42.8906,20.8664,2025-07-28 10:59,2025-07-28 12:23,84,60,Light,20,Thursday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2025-02-27 09:10,2025-02-27 12:09,179,28,High,5,Saturday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2025-08-18 14:14,2025-08-18 16:04,110,44,High,30,Tuesday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2025-08-17 20:42,2025-08-17 22:55,133,47,High,19,Friday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-03-11 12:06,2025-03-11 15:04,178,42,Medium,27,Wednesday
Pristina,42.6629,21.1655,Gjilan,42.4666,21.4666,2024-04-14 10:29,2024-04-14 12:33,124,38,Light,6,Tuesday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-09-06 11:55,2025-09-06 12:40,45,21,High,26,Thursday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2024-01-28 07:33,2024-01-28 10:26,173,55,High,15,Wednesday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-08-17 06:35,2025-08-17 09:06,151,18,Light,22,Friday
Ferizaj,42.3706,21.155,Peja,42.65,20.3,2025-10-11 09:30,2025-10-11 12:17,167,3,Light,25,Saturday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-08-04 06:11,2025-08-04 08:34,143,60,High,25,Friday
Mitrovica,42.8906,20.8664,Pristina,42.6629,21.1655,2025-09-28 13:39,2025-09-28 15:29,110,33,Medium,13,Thursday
Prizren,42.2139,20.7417,Mitrovica,42.8906,20.8664,2024-04-04 18:37,2024-04-04 19:29,52,12,Medium,5,Thursday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-04-09 06:59,2025-04-09 09:49,170,51,Medium,18,Wednesday
Gjakova,42.3803,20.43,Peja,42.65,20.3,2024-07-21 07:07,2024-07-21 09:12,125,41,Light,28,Tuesday
Gjilan,42.4666,21.4666,Gjakova,42.3803,20.43,2025-08-07 05:08,2025-08-07 05:23,15,32,Light,28,Monday
Ferizaj,42.3706,21.155,Gjilan,42.4666,21.4666,2025-03-29 10:28,2025-03-29 13:05,157,11,Light,10,Monday
Gjakova,42.3803,20.43,Gjilan,42.4666,21.4666,2024-01-11 08:01,2024-01-11 08:26,25,20,Medium,13,Wednesday
Gjilan,42.4666,21.4666,Prizren,42.2139,20.7417,2024-05-01 12:32,2024-05-01 13:43,71,21,Light,22,Friday
Prizren,42.2139,20.7417,Gjakova,42.3803,20.43,2025-08-10 05:42,2025-08-10 06:56,74,34,High,19,Monday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2025-04-03 15:24,2025-04-03 18:04,160,21,Medium,17,Monday
Prizren,42.2139,20.7417,Gjilan,42.4666,21.4666,2025-12-09 13:11,2025-12-09 15:28,137,16,Medium,25,Friday
Peja,42.65,20.3,Mitrovica,42.8906,20.8664,2024-10-28 20:58,2024-10-28 23:54,176,25,High,11,Friday
Mitrovica,42.8906,20.8664,Peja,42.65,20.3,2025-04-04 12:22,2025-04-04 12:42,20,36,Light,29,Tuesday
Gjakova,42.3803,20.43,Pristina,42.6629,21.1655,2025-01-28 10:24,2025-01-28 12:23,119,44,Medium,24,Saturday
Ferizaj,42.3706,21.155,Prizren,42.2139,20.7417,2024-03-13 08:09,2024-03-13 09:55,106,32,High,28,Thursday
Pristina,42.6629,21.1655,Mitrovica,42.8906,20.8664,2024-08-28 20:34,2024-08-28 21:36,62,11,High,16,Saturday
Prizren,42.2139,20.7417,Peja,42.65,20.3,2025-02-18 18:17,2025-02-18 19:48,91,15,Light,29,Thursday
Ferizaj,42.3706,21.155,Gjakova,42.3803,20.43,2025-04-01 17:41,2025-04-01 19:57,136,29,High,10,Friday
Mitrovica,42.8906,20.8664,Prizren,42.2139,20.7417,2024-03-23 10:59,2024-03-23 13:37,158,16,Light,11,Friday
Pristina,42.6629,21.1655,Ferizaj,42.3706,21.155,2024-04-10 18:40,2024-04-10 21:00,140,0,Light,30,Monday
